dataset,candidate_id,mode,gamma,entropy_power,margin_lo,margin_hi,num_samples,changed_predictions,wrong_to_correct,correct_to_wrong,net
fgvc,8,entropy_gated_prior,0.1,1.0,0.5,,1267,0,0,0,0
fgvc,9,entropy_gated_prior,0.2,1.0,0.0,0.05,384,8,1,1,0
fgvc,9,entropy_gated_prior,0.2,1.0,0.05,0.1,335,0,0,0,0
fgvc,9,entropy_gated_prior,0.2,1.0,0.1,0.2,515,0,0,0,0
fgvc,9,entropy_gated_prior,0.2,1.0,0.2,0.5,832,0,0,0,0
fgvc,9,entropy_gated_prior,0.2,1.0,0.5,,1267,0,0,0,0
fgvc,10,entropy_gated_prior,0.3,1.0,0.0,0.05,384,12,1,1,0
fgvc,10,entropy_gated_prior,0.3,1.0,0.05,0.1,335,0,0,0,0
fgvc,10,entropy_gated_prior,0.3,1.0,0.1,0.2,515,0,0,0,0
fgvc,10,entropy_gated_prior,0.3,1.0,0.2,0.5,832,0,0,0,0
fgvc,10,entropy_gated_prior,0.3,1.0,0.5,,1267,0,0,0,0
dtd,0,direct_prior,0.01,1.0,0.0,0.05,45,0,0,0,0
dtd,0,direct_prior,0.01,1.0,0.05,0.1,34,0,0,0,0
dtd,0,direct_prior,0.01,1.0,0.1,0.2,79,0,0,0,0
dtd,0,direct_prior,0.01,1.0,0.2,0.5,241,0,0,0,0
dtd,0,direct_prior,0.01,1.0,0.5,,1293,0,0,0,0
dtd,1,direct_prior,0.025,1.0,0.0,0.05,45,0,0,0,0
dtd,1,direct_prior,0.025,1.0,0.05,0.1,34,0,0,0,0
dtd,1,direct_prior,0.025,1.0,0.1,0.2,79,0,0,0,0
dtd,1,direct_prior,0.025,1.0,0.2,0.5,241,0,0,0,0
dtd,1,direct_prior,0.025,1.0,0.5,,1293,0,0,0,0
dtd,2,direct_prior,0.05,1.0,0.0,0.05,45,0,0,0,0
dtd,2,direct_prior,0.05,1.0,0.05,0.1,34,0,0,0,0
dtd,2,direct_prior,0.05,1.0,0.1,0.2,79,0,0,0,0
dtd,2,direct_prior,0.05,1.0,0.2,0.5,241,0,0,0,0
dtd,2,direct_prior,0.05,1.0,0.5,,1293,0,0,0,0
dtd,3,direct_prior,0.1,1.0,0.0,0.05,45,2,1,1,0
dtd,3,direct_prior,0.1,1.0,0.05,0.1,34,1,0,0,0
dtd,3,direct_prior,0.1,1.0,0.1,0.2,79,0,0,0,0
dtd,3,direct_prior,0.1,1.0,0.2,0.5,241,0,0,0,0
dtd,3,direct_prior,0.1,1.0,0.5,,1293,0,0,0,0
dtd,4,direct_prior,0.2,1.0,0.0,0.05,45,7,3,1,2
dtd,4,direct_prior,0.2,1.0,0.05,0.1,34,2,1,0,1
dtd,4,direct_prior,0.2,1.0,0.1,0.2,79,0,0,0,0
dtd,4,direct_prior,0.2,1.0,0.2,0.5,241,0,0,0,0
dtd,4,direct_prior,0.2,1.0,0.5,,1293,0,0,0,0
dtd,5,direct_prior,0.3,1.0,0.0,0.05,45,8,4,1,3
dtd,5,direct_prior,0.3,1.0,0.05,0.1,34,3,1,0,1
dtd,5,direct_prior,0.3,1.0,0.1,0.2,79,3,0,0,0
dtd,5,direct_prior,0.3,1.0,0.2,0.5,241,1,0,0,0
dtd,5,direct_prior,0.3,1.0,0.5,,1293,0,0,0,0
dtd,6,entropy_gated_prior,0.025,1.0,0.0,0.05,45,0,0,0,0
dtd,6,entropy_gated_prior,0.025,1.0,0.05,0.1,34,0,0,0,0
dtd,6,entropy_gated_prior,0.025,1.0,0.1,0.2,79,0,0,0,0
dtd,6,entropy_gated_prior,0.025,1.0,0.2,0.5,241,0,0,0,0
dtd,6,entropy_gated_prior,0.025,1.0,0.5,,1293,0,0,0,0
dtd,7,entropy_gated_prior,0.05,1.0,0.0,0.05,45,0,0,0,0
dtd,7,entropy_gated_prior,0.05,1.0,0.05,0.1,34,0,0,0,0
dtd,7,entropy_gated_prior,0.05,1.0,0.1,0.2,79,0,0,0,0
dtd,7,entropy_gated_prior,0.05,1.0,0.2,0.5,241,0,0,0,0
dtd,7,entropy_gated_prior,0.05,1.0,0.5,,1293,0,0,0,0
dtd,8,entropy_gated_prior,0.1,1.0,0.0,0.05,45,1,1,0,1
dtd,8,entropy_gated_prior,0.1,1.0,0.05,0.1,34,1,0,0,0
dtd,8,entropy_gated_prior,0.1,1.0,0.1,0.2,79,0,0,0,0
dtd,8,entropy_gated_prior,0.1,1.0,0.2,0.5,241,0,0,0,0
dtd,8,entropy_gated_prior,0.1,1.0,0.5,,1293,0,0,0,0
dtd,9,entropy_gated_prior,0.2,1.0,0.0,0.05,45,4,1,1,0
dtd,9,entropy_gated_prior,0.2,1.0,0.05,0.1,34,2,1,0,1
dtd,9,entropy_gated_prior,0.2,1.0,0.1,0.2,79,0,0,0,0
dtd,9,entropy_gated_prior,0.2,1.0,0.2,0.5,241,0,0,0,0
dtd,9,entropy_gated_prior,0.2,1.0,0.5,,1293,0,0,0,0
dtd,10,entropy_gated_prior,0.3,1.0,0.0,0.05,45,6,3,1,2
dtd,10,entropy_gated_prior,0.3,1.0,0.05,0.1,34,2,1,0,1
dtd,10,entropy_gated_prior,0.3,1.0,0.1,0.2,79,0,0,0,0
dtd,10,entropy_gated_prior,0.3,1.0,0.2,0.5,241,0,0,0,0
dtd,10,entropy_gated_prior,0.3,1.0,0.5,,1293,0,0,0,0
eurosat,0,direct_prior,0.01,1.0,0.0,0.05,98,21,9,5,4
eurosat,0,direct_prior,0.01,1.0,0.05,0.1,95,13,2,8,-6
eurosat,0,direct_prior,0.01,1.0,0.1,0.2,165,5,1,1,0
eurosat,0,direct_prior,0.01,1.0,0.2,0.5,527,0,0,0,0
eurosat,0,direct_prior,0.01,1.0,0.5,,7215,0,0,0,0
eurosat,1,direct_prior,0.025,1.0,0.0,0.05,98,24,10,6,4
eurosat,1,direct_prior,0.025,1.0,0.05,0.1,95,26,5,12,-7
eurosat,1,direct_prior,0.025,1.0,0.1,0.2,165,20,5,4,1
eurosat,1,direct_prior,0.025,1.0,0.2,0.5,527,11,2,5,-3
eurosat,1,direct_prior,0.025,1.0,0.5,,7215,0,0,0,0
eurosat,2,direct_prior,0.05,1.0,0.0,0.05,98,25,11,6,5
eurosat,2,direct_prior,0.05,1.0,0.05,0.1,95,28,6,12,-6
eurosat,2,direct_prior,0.05,1.0,0.1,0.2,165,34,9,9,0
eurosat,2,direct_prior,0.05,1.0,0.2,0.5,527,56,15,25,-10
eurosat,2,direct_prior,0.05,1.0,0.5,,7215,10,2,4,-2
eurosat,3,direct_prior,0.1,1.0,0.0,0.05,98,28,12,6,6
eurosat,3,direct_prior,0.1,1.0,0.05,0.1,95,30,7,12,-5
eurosat,3,direct_prior,0.1,1.0,0.1,0.2,165,46,11,13,-2
eurosat,3,direct_prior,0.1,1.0,0.2,0.5,527,126,38,46,-8
eurosat,3,direct_prior,0.1,1.0,0.5,,7215,85,15,40,-25
eurosat,4,direct_prior,0.2,1.0,0.0,0.05,98,30,12,6,6
eurosat,4,direct_prior,0.2,1.0,0.05,0.1,95,32,8,13,-5
eurosat,4,direct_prior,0.2,1.0,0.1,0.2,165,51,13,14,-1
eurosat,4,direct_prior,0.2,1.0,0.2,0.5,527,158,43,60,-17
eurosat,4,direct_prior,0.2,1.0,0.5,,7215,304,52,153,-101
eurosat,5,direct_prior,0.3,1.0,0.0,0.05,98,32,11,6,5
eurosat,5,direct_prior,0.3,1.0,0.05,0.1,95,37,8,13,-5
eurosat,5,direct_prior,0.3,1.0,0.1,0.2,165,58,13,15,-2
eurosat,5,direct_prior,0.3,1.0,0.2,0.5,527,168,44,62,-18
eurosat,5,direct_prior,0.3,1.0,0.5,,7215,506,86,271,-185
eurosat,6,entropy_gated_prior,0.025,1.0,0.0,0.05,98,24,10,6,4
eurosat,6,entropy_gated_prior,0.025,1.0,0.05,0.1,95,23,5,11,-6
eurosat,6,entropy_gated_prior,0.025,1.0,0.1,0.2,165,18,4,4,0
eurosat,6,entropy_gated_prior,0.025,1.0,0.2,0.5,527,5,2,2,0
eurosat,6,entropy_gated_prior,0.025,1.0,0.5,,7215,0,0,0,0
eurosat,7,entropy_gated_prior,0.05,1.0,0.0,0.05,98,25,11,6,5
eurosat,7,entropy_gated_prior,0.05,1.0,0.05,0.1,95,28,6,12,-6
eurosat,7,entropy_gated_prior,0.05,1.0,0.1,0.2,165,32,9,8,1
eurosat,7,entropy_gated_prior,0.05,1.0,0.2,0.5,527,34,8,13,-5
eurosat,7,entropy_gated_prior,0.05,1.0,0.5,,7215,4,1,2,-1
eurosat,8,entropy_gated_prior,0.1,1.0,0.0,0.05,98,27,12,6,6
eurosat,8,entropy_gated_prior,0.1,1.0,0.05,0.1,95,30,7,12,-5
eurosat,8,entropy_gated_prior,0.1,1.0,0.1,0.2,165,42,9,13,-4
eurosat,8,entropy_gated_prior,0.1,1.0,0.2,0.5,527,112,32,41,-9
eurosat,8,entropy_gated_prior,0.1,1.0,0.5,,7215,51,8,27,-19
eurosat,9,entropy_gated_prior,0.2,1.0,0.0,0.05,98,30,12,6,6
eurosat,9,entropy_gated_prior,0.2,1.0,0.05,0.1,95,30,7,12,-5
eurosat,9,entropy_gated_prior,0.2,1.0,0.1,0.2,165,49,12,13,-1
eurosat,9,entropy_gated_prior,0.2,1.0,0.2,0.5,527,140,42,50,-8
eurosat,9,entropy_gated_prior,0.2,1.0,0.5,,7215,203,36,97,-61
eurosat,10,entropy_gated_prior,0.3,1.0,0.0,0.05,98,31,12,6,6
eurosat,10,entropy_gated_prior,0.3,1.0,0.05,0.1,95,34,8,13,-5
eurosat,10,entropy_gated_prior,0.3,1.0,0.1,0.2,165,54,13,14,-1
eurosat,10,entropy_gated_prior,0.3,1.0,0.2,0.5,527,161,44,59,-15
eurosat,10,entropy_gated_prior,0.3,1.0,0.5,,7215,372,63,191,-128
oxford_pets,0,direct_prior,0.01,1.0,0.0,0.05,18,0,0,0,0
oxford_pets,0,direct_prior,0.01,1.0,0.05,0.1,14,0,0,0,0
oxford_pets,0,direct_prior,0.01,1.0,0.1,0.2,27,0,0,0,0
oxford_pets,0,direct_prior,0.01,1.0,0.2,0.5,93,0,0,0,0
oxford_pets,0,direct_prior,0.01,1.0,0.5,,3517,0,0,0,0
oxford_pets,1,direct_prior,0.025,1.0,0.0,0.05,18,0,0,0,0
oxford_pets,1,direct_prior,0.025,1.0,0.05,0.1,14,0,0,0,0
oxford_pets,1,direct_prior,0.025,1.0,0.1,0.2,27,0,0,0,0
oxford_pets,1,direct_prior,0.025,1.0,0.2,0.5,93,0,0,0,0
oxford_pets,1,direct_prior,0.025,1.0,0.5,,3517,0,0,0,0
oxford_pets,2,direct_prior,0.05,1.0,0.0,0.05,18,1,0,1,-1
oxford_pets,2,direct_prior,0.05,1.0,0.05,0.1,14,0,0,0,0
oxford_pets,2,direct_prior,0.05,1.0,0.1,0.2,27,0,0,0,0
oxford_pets,2,direct_prior,0.05,1.0,0.2,0.5,93,0,0,0,0
oxford_pets,2,direct_prior,0.05,1.0,0.5,,3517,0,0,0,0
oxford_pets,3,direct_prior,0.1,1.0,0.0,0.05,18,1,0,1,-1
oxford_pets,3,direct_prior,0.1,1.0,0.05,0.1,14,0,0,0,0
oxford_pets,3,direct_prior,0.1,1.0,0.1,0.2,27,0,0,0,0
oxford_pets,3,direct_prior,0.1,1.0,0.2,0.5,93,0,0,0,0
oxford_pets,3,direct_prior,0.1,1.0,0.5,,3517,0,0,0,0
oxford_pets,4,direct_prior,0.2,1.0,0.0,0.05,18,2,1,1,0
oxford_pets,4,direct_prior,0.2,1.0,0.05,0.1,14,0,0,0,0
oxford_pets,4,direct_prior,0.2,1.0,0.1,0.2,27,0,0,0,0
oxford_pets,4,direct_prior,0.2,1.0,0.2,0.5,93,0,0,0,0
oxford_pets,4,direct_prior,0.2,1.0,0.5,,3517,0,0,0,0
oxford_pets,5,direct_prior,0.3,1.0,0.0,0.05,18,3,2,1,1
oxford_pets,5,direct_prior,0.3,1.0,0.05,0.1,14,0,0,0,0
oxford_pets,5,direct_prior,0.3,1.0,0.1,0.2,27,0,0,0,0
oxford_pets,5,direct_prior,0.3,1.0,0.2,0.5,93,0,0,0,0
oxford_pets,5,direct_prior,0.3,1.0,0.5,,3517,0,0,0,0
oxford_pets,6,entropy_gated_prior,0.025,1.0,0.0,0.05,18,0,0,0,0
oxford_pets,6,entropy_gated_prior,0.025,1.0,0.05,0.1,14,0,0,0,0
oxford_pets,6,entropy_gated_prior,0.025,1.0,0.1,0.2,27,0,0,0,0
oxford_pets,6,entropy_gated_prior,0.025,1.0,0.2,0.5,93,0,0,0,0
oxford_pets,6,entropy_gated_prior,0.025,1.0,0.5,,3517,0,0,0,0
oxford_pets,7,entropy_gated_prior,0.05,1.0,0.0,0.05,18,0,0,0,0
oxford_pets,7,entropy_gated_prior,0.05,1.0,0.05,0.1,14,0,0,0,0
oxford_pets,7,entropy_gated_prior,0.05,1.0,0.1,0.2,27,0,0,0,0
oxford_pets,7,entropy_gated_prior,0.05,1.0,0.2,0.5,93,0,0,0,0
oxford_pets,7,entropy_gated_prior,0.05,1.0,0.5,,3517,0,0,0,0
oxford_pets,8,entropy_gated_prior,0.1,1.0,0.0,0.05,18,1,0,1,-1
oxford_pets,8,entropy_gated_prior,0.1,1.0,0.05,0.1,14,0,0,0,0
oxford_pets,8,entropy_gated_prior,0.1,1.0,0.1,0.2,27,0,0,0,0
oxford_pets,8,entropy_gated_prior,0.1,1.0,0.2,0.5,93,0,0,0,0
oxford_pets,8,entropy_gated_prior,0.1,1.0,0.5,,3517,0,0,0,0
oxford_pets,9,entropy_gated_prior,0.2,1.0,0.0,0.05,18,1,0,1,-1
oxford_pets,9,entropy_gated_prior,0.2,1.0,0.05,0.1,14,0,0,0,0
oxford_pets,9,entropy_gated_prior,0.2,1.0,0.1,0.2,27,0,0,0,0
oxford_pets,9,entropy_gated_prior,0.2,1.0,0.2,0.5,93,0,0,0,0
oxford_pets,9,entropy_gated_prior,0.2,1.0,0.5,,3517,0,0,0,0
oxford_pets,10,entropy_gated_prior,0.3,1.0,0.0,0.05,18,1,0,1,-1
oxford_pets,10,entropy_gated_prior,0.3,1.0,0.05,0.1,14,0,0,0,0
oxford_pets,10,entropy_gated_prior,0.3,1.0,0.1,0.2,27,0,0,0,0
oxford_pets,10,entropy_gated_prior,0.3,1.0,0.2,0.5,93,0,0,0,0
oxford_pets,10,entropy_gated_prior,0.3,1.0,0.5,,3517,0,0,0,0
ucf101,0,direct_prior,0.01,1.0,0.0,0.05,43,0,0,0,0
ucf101,0,direct_prior,0.01,1.0,0.05,0.1,40,0,0,0,0
ucf101,0,direct_prior,0.01,1.0,0.1,0.2,70,0,0,0,0
ucf101,0,direct_prior,0.01,1.0,0.2,0.5,200,0,0,0,0
ucf101,0,direct_prior,0.01,1.0,0.5,,3430,0,0,0,0
ucf101,1,direct_prior,0.025,1.0,0.0,0.05,43,0,0,0,0
ucf101,1,direct_prior,0.025,1.0,0.05,0.1,40,0,0,0,0
ucf101,1,direct_prior,0.025,1.0,0.1,0.2,70,0,0,0,0
ucf101,1,direct_prior,0.025,1.0,0.2,0.5,200,0,0,0,0
ucf101,1,direct_prior,0.025,1.0,0.5,,3430,0,0,0,0
ucf101,2,direct_prior,0.05,1.0,0.0,0.05,43,0,0,0,0
ucf101,2,direct_prior,0.05,1.0,0.05,0.1,40,0,0,0,0
ucf101,2,direct_prior,0.05,1.0,0.1,0.2,70,0,0,0,0
