dataset,arm,config_sha256,wrong_to_correct,correct_to_wrong,net_correction,changed_prediction_rate,ncr,accuracy,nll,brier,ece
domainnet_real,posterior,5fc1060e7e727ae166004f5c7faf03e5d8cce54ca4fa0b2cae981bccd689e18d,0,2,-2,0.005764685536403989,-0.003843123690935993,83.60715589631252,1.4508251894756587,0.27107844490896,0.10937702299634415
domainnet_real,posterior,f65a72582364988b015a3ad55c75860e43ef7f69d9e7acf795e41834e4f24cfc,0,2,-2,0.009607809227339982,-0.003843123690935993,83.60715589631252,1.4555295485439559,0.271192552229441,0.1094492571875637
domainnet_real,posterior,5cfd27b18789321ca909eb75ff5aa9bdd0a06f89c1bc0052c31b72d72c122704,0,2,-2,0.007686247381871986,-0.003843123690935993,83.60715589631252,1.4547357224242252,0.2711589718022589,0.10942981714085945
domainnet_real,posterior,e708eefcb84e77c85151dd0e25aede3398ba3910999182688e186c7a9ee00bc2,0,6,-6,0.02113718030014796,-0.011529371072807978,83.59946964893065,1.4641645678857025,0.2713804135031013,0.10964453153594099
domainnet_real,posterior,d0a135beb7c6b09a54ce13c77d128e06b04edfd50077205b12dc37b8b2a10aae,0,3,-3,0.015372494763743971,-0.005764685536403989,83.60523433446706,1.4625691408693664,0.2713150416081439,0.10954969070204824
domainnet_real,posterior,0a8da61da7404f9b9a107ce06e6deb0f44c6bbd0b0b3d4b2e93a490b7838c189,0,2,-2,0.009607809227339982,-0.003843123690935993,83.60715589631252,1.4555295485439559,0.271192552229441,0.1094492571875637
domainnet_real,posterior,32196dc273fa89a6423bd87b43a39983f790fb54c729dce024f250bbfeb0708d,0,2,-2,0.007686247381871986,-0.003843123690935993,83.60715589631252,1.4547357224242252,0.2711589718022589,0.10942981714085945
domainnet_real,posterior,d256e698c88a385627e87c4f606cd7e991a33eec5a94320d0a8c2ca749d80723,0,6,-6,0.02113718030014796,-0.011529371072807978,83.59946964893065,1.4641645678857025,0.2713804135031013,0.10964453153594099
domainnet_real,posterior,7736544593ca1ad232b175d4ea495335118a3e544d428142ed12941f6e595f4b,0,3,-3,0.015372494763743971,-0.005764685536403989,83.60523433446706,1.4625691408693664,0.2713150416081439,0.10954969070204824
domainnet_real,posterior,bcbc63809f17f9f0d62b91ec8e48d38572fa0f69884f136285ee22f1bed9fd47,1,14,-13,0.055725293518571896,-0.024980303991083953,83.58601871601238,1.4814995412162015,0.2717329907551531,0.10999963140230998
domainnet_real,posterior,0166d964f7dd6f270a762877bb75f9fdf99de181e80b99efc89c604054a210c3,1,9,-8,0.03650967506389193,-0.015372494763743971,83.59562652523972,1.4782805637676466,0.27160903132325354,0.10983316590329632
oxford_pets,posterior,89a40502c4a4f9fbaf70c9b19f97af064afa6617c2dea68c960024255980c5cd,0,1,-1,0.027255382938130283,-0.02725538293813028,91.87789588443718,0.2324949421949338,0.11487962108569433,0.02252087988818368
oxford_pets,posterior,03e75af71d47db12a3bdfd64ef0aa4329f4a431086f6b88397e523dad8a7c578,0,0,0,0.0,0.0,91.9051512673753,0.23248519091221323,0.11487487126644381,0.022792696631971796
oxford_pets,posterior,f391b388f040accb8c01a7d36b05c25b80c234ef8e2e1cb24f81183fd35df895,0,1,-1,0.027255382938130283,-0.02725538293813028,91.87789588443718,0.23255976855274998,0.11489408335915766,0.022538603919830577
oxford_pets,posterior,007bd9dc5c00453a818e6e92259a7e67b7bfac6267f48077e6bf6a0b7fd46b5c,0,1,-1,0.027255382938130283,-0.02725538293813028,91.87789588443718,0.23254005165410083,0.114884573421026,0.022537116090261655
oxford_pets,posterior,5fd3c5a5fcd71ea8e6bc552191287ee12f35253db42f077d636aa08d7eb90ccd,1,1,0,0.05451076587626057,0.0,91.9051512673753,0.23269972642875814,0.11492345870174742,0.022084364922893337
oxford_pets,posterior,2a62ebf3caca4d7e7c8df6a1e5b0b78514358e9a2415ac498f1b89520820b76c,1,1,0,0.05451076587626057,0.0,91.9051512673753,0.23265913482983328,0.11490437962697617,0.022335882410589786
oxford_pets,posterior,34ab5f70cd623c6c507f03a5a98dfde338ac01dbda62cb6e07f812e83c36a1ce,0,1,-1,0.027255382938130283,-0.02725538293813028,91.87789588443718,0.23255014437957616,0.11489417306666609,0.0225364012609681
oxford_pets,posterior,142eac5d03ec9820950375bb7e2cad2b7ba3908f01446e0875ab0a228a5e1539,0,1,-1,0.027255382938130283,-0.02725538293813028,91.87789588443718,0.23253027325874578,0.11488431622267874,0.022535253944660757
oxford_pets,posterior,dca651556fc4cc4e37576b89d5a2f6cef470c3e9957e185a2563c7b91129e986,1,1,0,0.05451076587626057,0.0,91.9051512673753,0.23267640680012594,0.11492342201946672,0.022080011330758105
oxford_pets,posterior,a4a4094825f78c1e3fbee78aeb51515e2da4e7054508e151b42f6ae82738719b,1,1,0,0.05451076587626057,0.0,91.9051512673753,0.2326360414505398,0.11490376887837428,0.022331806116514773
oxford_pets,posterior,6016306877d1ec6c44cf854e2297eb8259767817ffa3c6501aa4383a751c4987,2,1,1,0.08176614881439084,0.02725538293813028,91.93240665031344,0.23297034006331493,0.11498355110063967,0.02240929201663626
oxford_pets,posterior,a17522b684b89c35e2d9a42d17c1918561bdca92dbe67a65891a6ae3ee45f3e5,2,1,1,0.08176614881439084,0.02725538293813028,91.93240665031344,0.23288456429899784,0.11494416576797743,0.022149584458419462
oxford_pets,posterior,b8608ad7c2e9b85ff54b9305cddb88cd7348687bc7c4c354952c6f9bce31e8cf,1,1,0,0.05451076587626057,0.0,91.9051512673753,0.23264681355329273,0.11492483940459819,0.022326985471058235
oxford_pets,posterior,ca218ac055cfab68737ea4573fec873148b11b46ff197ee9c0c01506f6346154,1,1,0,0.05451076587626057,0.0,91.9051512673753,0.23260523082642404,0.1149034239219755,0.02254337591415331
